StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q56,Q3,Q4_1,Q5_1,Q6,Q54,Q54_1_TEXT,Q55,Q11,Q11_1_TEXT,Q12,Q13,Q13_1_TEXT,Q14,Q15,Q15_1_TEXT,Q16,Q19,Q19_1_TEXT,Q20,Q21,Q21_1_TEXT,Q22,Q23,Q23_1_TEXT,Q24,Q27,Q27_1_TEXT,Q28,Q29,Q29_1_TEXT,Q30,Q37,Q37_1_TEXT,Q38,Q39,Q39_1_TEXT,Q40,Q43,Q43_1_TEXT,Q44,Q45,Q45_1_TEXT,Q46,Q47,Q47_1_TEXT,Q48,Q51,Q51_1_TEXT,Q52
2018-11-14 13:21:05,2018-11-14 14:58:10,IP Address,129.100.247.74,100,5824,True,2018-11-14 14:58:10,R_e4NcTBNy2yDJVC1,,,,,43.0146942138671875,-81.304901123046875,anonymous,EN,M107,,Neither like nor dislike,Was engaged less than half the time,No,,,,I don't know,,,I don't know,,Arthur,I don't know,,Joanie,I don't know,,"Because Joanie didn’t come home, and he wanted to know if Lee noticed when she left",Enter answer:,cheating,,I don't know,,He said that Joanie probably didn’t find a cab and waited for a ride back home,I don't know,,To get in bed and relax,I don't know,,That he was torturing himself and being paranoid,I don't know,,,I don't know,,,I don't know,,,I don't know,,That he should have been more assertive,I don't know,,That Joanie just came home,I don't know,,She went to drink and help her friends
2018-11-16 09:29:26,2018-11-16 09:58:25,IP Address,129.100.247.74,100,1738,True,2018-11-16 09:58:25,R_1g6DDliEPxP0Hwb,,,,,43.0146942138671875,-81.304901123046875,anonymous,EN,"M108 ","Grey haired man answers phone to a distressed friend who cant seem to find his wife. Grey haird man tells his friend to relax and that his wife will sure to be home soon ",Dislike somewhat,Was engaged more than half the time,No,Enter answer:,"male ",,I don't know,,Lee,Enter answer:,aruther,,Enter answer:,"joan ",,Enter answer:,"couldnt find wife ",,Enter answer:,"messing aroudn with someone ",,Enter answer:,"out having a drink with their other friends ",,Enter answer:,"relax and get into bed ",,I don't know,,That he was torturing himself and being paranoid,Enter answer:,"if he could come over ",,Enter answer:,"get into bed ",,Enter answer:,what he said,,Enter answer:,"thought he handled it well ",,Enter answer:,that he wasnt feeling well and if they could talk in the morning,,I don't know,,She went to drink and help her friends
2018-11-19 14:33:01,2018-11-19 14:56:17,IP Address,129.100.255.24,100,1396,True,2018-11-19 14:56:17,R_cO994xgCwEg5ZU5,,,,,43.0146942138671875,-81.304901123046875,anonymous,EN,M109,A man calls his friend worried about his wife and where she is.,Neither like nor dislike,Was engaged half of the time,No,Enter answer:,male,,I don't know,,Louis,I don't know,,Alan,I don't know,,Joanie,I don't know,,"Because Joanie didn’t come home, and he wanted to know if Lee noticed when she left",Enter answer:,cheating,,I don't know,,He said that Joanie probably went with the Ellenbogens to another place,Enter answer:,wait at home,,I don't know,,That he was torturing himself and being paranoid,I don't know,,If he could come over to Lee’s place,I don't know,,"That it was better for Arthur to be there, when Joanie comes back home",I don't know,,,I don't know,,,Enter answer:,His wife came back,,I don't know,,She went to drink and help her friends
2018-11-21 09:52:04,2018-11-21 12:38:00,IP Address,129.100.247.74,100,9955,True,2018-11-21 12:38:00,R_2CjQlG7KSjT1ri8,,,,,43.0146942138671875,-81.304901123046875,anonymous,EN,M110,This grey haired man picks up the phone to a delirious man asking if he new where his wife was. He was worried that she was out cheating on him. The amn calms him down and says that there is not point in worryign and that she will turn up soon. He tells him to rest and that tehre is no point in stressing. He hamgs up the phone and not even a couple minutes later he says that his wife came in and that she was just out comforting her friends and that she came in ten seconds after the end of their call,Dislike a great deal,Was engaged less than half the time,No,Enter answer:,"male ",,I don't know,,,I don't know,,Arthur,I don't know,,,Enter answer:,to see if he knew where his wife was,,Enter answer:,"cheating on him ",,I don't know,,,Enter answer:,"to relax and go to bed ",,I don't know,,That he was torturing himself and being paranoid,I don't know,,If he could come over to Lee’s place,Enter answer:,to go and relax,,I don't know,,“What did he say?”,I don't know,,That he handled it very well,Enter answer:,"that his wife just came in ",,I don't know,,She went to drink and help her friends
2018-11-21 12:57:35,2018-11-21 14:59:14,IP Address,129.100.247.74,100,7298,True,2018-11-21 14:59:14,R_2QSNq4K1dzDzE7Z,,,,,43.0146942138671875,-81.304901123046875,anonymous,EN,M111,"This was a very odd story.  A guy with grey hair was on the phone with another guy. The one guy didn't know where his presumed wife was. He was very anxious and nervous and said that she can't be trusted even after 5 years of marriage. The guy with the grey hair doesn't allow the other guy to come over for a late night drink. The wife eventually comes home and he calls the grey hair guy back saying she is home. There is also a random girl with the grey hair guy and the guy drops a lit cigarette in the bed and tells the girl not to move. ",Dislike a great deal,Was engaged more than half the time,No,Enter answer:,male,,I don't know,,Lee,I don't know,,Arthur,I don't know,,Joanie,Enter answer:,he was worried about his wife,,Enter answer:,Messing around,,Enter answer:,kissing a guy in the kitchen,,Enter answer:,go to bed,,Enter answer:,he worried to much,,Enter answer:,if he could come over for a drink,,Enter answer:,stay home and wait for her,,Enter answer:,what did he say,,Enter answer:,very well,,Enter answer:,Joanie came home,,I don't know,,She went to drink and help her friends
2018-11-23 09:23:04,2018-11-23 10:06:03,IP Address,129.100.247.74,100,2579,True,2018-11-23 10:06:04,R_3QSKgRcN0qO77oP,,,,,43.0146942138671875,-81.304901123046875,anonymous,EN,M112,"I kept on dozing off and tuning out of the story so I don't remember anything off the top of my head. ",Neither like nor dislike,Was engaged less than half the time,No,,,Female,I don't know,,Louis,I don't know,,Arthur,I don't know,,Rose,I don't know,,"Because Joanie didn’t come home, and he wanted to know if she was at Lee’s house",I don't know,,He thought Joanie was cheating on him,I don't know,,He said that Joanie probably didn’t find a cab and waited for a ride back home,I don't know,,To get in bed and relax,I don't know,,That he was drinking too much and losing his judgment,I don't know,,If the two of them could go out for a drink,I don't know,,"That he was tired, and rather go to sleep",I don't know,,“What did he say?”,I don't know,,That he handled it very well,I don't know,,That he wanted to come over,I don't know,,She went to drink and help her friends
2018-11-26 11:18:52,2018-11-26 11:50:53,IP Address,129.100.247.74,100,1920,True,2018-11-26 11:50:53,R_2f3CzRBcLipKMsn,,,,,43.0146942138671875,-81.304901123046875,anonymous,EN,m113,"there was aguy who was wporried abpout his woife who seems to always leave hi, and he believes shes cheasting on him so he calls an old man who is with awomen and asks for advuice and asked to come over, he said no and to go to bed. The guy then called the old man again and said she had came back",Like somewhat,Was engaged less than half the time,No,Enter answer:,male,,I don't know,,Lee,I don't know,,Arthur,Enter answer:,rachel,,Enter answer:,for advice,,Enter answer:,cheating,,Enter answer:,out at the town for drinks,,Enter answer:,sleep,,Enter answer:,"over worrying ",,Enter answer:,to come over,,Enter answer:,go to slreep,,Enter answer:,what he said,,Enter answer:,"he did a great job she said ",,Enter answer:,she came home,,I don't know,,She went to drink and help her friends
2018-11-28 11:25:00,2018-11-28 12:20:25,IP Address,129.100.247.74,100,3324,True,2018-11-28 12:20:25,R_2S8LOIZiWugYfUU,,,,,43.0146942138671875,-81.304901123046875,anonymous,EN,M115,,,,,,,,I don't know,,,I don't know,,,I don't know,,,I don't know,,,I don't know,,,I don't know,,,I don't know,,,I don't know,,,I don't know,,,,,,I don't know,,,I don't know,,,I don't know,,,I don't know,,
2018-11-28 12:20:27,2018-11-28 12:28:06,IP Address,129.100.247.74,100,459,True,2018-11-28 12:28:07,R_XTjqIZFJqS4CX0B,,,,,43.0146942138671875,-81.304901123046875,anonymous,EN,M115,"Theres a grey haired man with a girl. The man receives a phone call from a friend that seems very panicked. He seems to be panicked about his wife not have being home yet. The friend seems to be very nervous and is almost torturing himself by being with this girl and worrying so much. He exclaims ""oc christ"" MANY times and goes on about his wofe being untrustworthy and hes worried about her being with other men. The frriend goes on about how he comes home and searches through closets to make sure there are no other guys. The grey haired man continuously tries to calm the friend down and says to just lay in bed and relax. The friend then asks the grey haired man if he could come over for a drink. The grey haired man says he could, but he recoomends that his friend stay home for just a bit longer because his wife is probably on her way home. At somepoint the friend mentions how successful the wife is, and the friend seems very insecure. The call then ends. The grey haired man tells the girl something, but the phone quickly rings again. It's his friend again saying that just 10 seconds after he had hung up, hois wife had come home.  ",Neither like nor dislike,Was engaged half of the time,No,Enter answer:,Male,,I don't know,,Louis,I don't know,,Arthur,I don't know,,Rose,Enter answer:,His wife wasn't home,,Enter answer:,Cheating and being with other men,,Enter answer:,Out with the family,,Enter answer:,That he go in bed and relax,,I don't know,,That he was torturing himself and being paranoid,I don't know,,If he could come over to Lee’s place,Enter answer:,Call back in bit and wait it out,,Enter answer:,What was wrong,,I don't know,,That he handled it very well,Enter answer:,That his wife arrived 10 seconds after the call ended,,I don't know,,
2018-12-05 14:18:33,2018-12-05 15:12:42,IP Address,129.100.247.74,100,3248,True,2018-12-05 15:12:42,R_2WYleFur7of3I8j,,,,,43.0146942138671875,-81.304901123046875,anonymous,EN,M115,,Like somewhat,Was engaged half of the time,No,,,Male,I don't know,,Lee,Enter answer:,Arthur,,I don't know,,Joanie,Enter answer:,Joanie had not come home in a while and he was concerned that she was cheating on him.,,Enter answer:,Cheating on him,,Enter answer:,She had probably gone out with her family to a village. (2 other people),,Enter answer:,He told Arthur to calm down as stewing would not help him.,,I don't know,,That he was torturing himself and being paranoid,Enter answer:,He asked Lee if he could come over for a drink,,Enter answer:,"Lee told Arthur that it wasn't the best time, and that he should calm down for a bit. If he still felt weird, he could call Arthur again",,I don't know,,“What did he say?”,I don't know,,That he handled it very well,Enter answer:,Arthur tells Lee that Joanie showed up and had gone to a get a drink with her male friend after her female friend had been crying.,,Enter answer:,Because her female friend had been crying and then her male friend asked Joanie to grab a drink with him.,
